id,secs_elapsed
02de4s2hih,21166.454545454544
02dhda2kmg,8793.78947368421
02ecq5h910,34042.294117647056
02eegxrmj7,8252.691176470587
02fcjjq68w,8079.555555555556
02fijefank,47327.333333333336
02fmcylrlm,7248.428571428572
02fn9c7olr,26979.192857142858
02fpbgovh4,43751.41176470588
02g0fo4l82,6161.054166666667
02g9duq4ga,24459.854838709678
02gffb0lmn,8748.857142857143
02havb7pzy,114975.2
02iiv5uezr,12723.966666666667
02ik7t8rkk,37177.84126984127
02im2ohths,15511.181818181818
02j260ssrf,17968.25
02j4ylsh0c,56939.28571428572
02k49wa6hr,13371.4375
02k8wrwgnu,14424.694444444445
02kb36zdhj,26116.17142857143
02kt8tm26z,14259.75
02lwrezgcg,23069.196850393702
02m32xboxk,8715.75
02mmcmyxg7,22279.8
02mt1crsnv,11317.0
02mz7mbybi,3207.516129032258
02n7m15h1g,21847.505747126437
02n8sodt3y,15068.5
02ncc0ecqf,6565.045454545455
02oc9de1sl,4153.0
02p64iakjq,15015.583756345177
02pvwhxx93,32877.357142857145
02q0ty05cd,5061.076923076923
02qb0auypq,37844.30952380953
02qfbyaf6w,28387.333333333332
02r7iod8l7,10227.5625
02rwvvi7oz,15039.448275862069
02sb9a97k6,43034.03947368421
02sdu24lxu,7891.086021505376
02sgboyndc,8339.582417582418
02sin79z6x,34236.28846153846
02sjeoorpr,18165.70588235294
02sozgahea,8476.796747967479
02szevxnoq,19200.9
02tcqbrxx2,10462.102127659575
02tptrizx7,25630.317073170732
02twbekd24,13829.666666666666
02uj0ftceu,7174.6
02uoki5320,44009.1724137931
02uxtg3dik,28182.0
02vkwidp14,4484.214743589743
02w52j3jea,21382.976744186046
02wtzvhxn0,64055.21052631579
02x37esx4i,28149.770588235293
02xa1emuaf,36711.89189189189
02y2ip8rgp,10414.481481481482
02ys5fs5ii,34928.53191489362
02z0mwv33k,54056.77227722772
030c8t8bl6,37705.056
0310kb1tb0,12404.944444444445
031r1hf01q,12770.768115942028
031t8x9lia,23200.863636363636
031tm6kgcm,19025.298969072166
031xzrmpw0,21466.01265822785
032fkjc285,24133.717647058824
032nrcprr4,11919.741935483871
032xdj62yj,7357.275
033oexa2qw,26873.575757575756
033qwzzv1o,35749.72222222222
0345yf7vn3,8174.7127272727275
034allh3nj,19176.186440677968
034wb5yojk,10771.123287671233
0351iaxpmi,10385.444444444445
035wxdnz4m,6218.625
036qtdh8u5,18896.738095238095
0375vz017c,57686.51515151515
037h89adk4,789.0
037sfsryq2,19605.4
03851lf962,8406.0
038c6xuq98,29675.714285714286
038fa3ysec,25947.57627118644
038hzjd6ib,65169.17647058824
038m85qtt1,15557.777777777777
038sonvxoa,9986.720930232557
038woowsui,50387.09090909091
038y8b0qq7,14427.767857142857
039664pl26,19800.605263157893
039ab1dd7b,611.3333333333334
039ejh5uei,31085.705014749263
039wokuc77,484.0
039y0r29tw,71672.75
03a1n3qz37,19059.38
03ajtcs3m6,3187.8
03aux2xpxi,11902.927419354839
03bc811kwk,18932.352941176472
03c7ihv5r8,100109.56666666667
03cb4nfq8y,12446.5
03d749c8pq,37261.75
03de07cu9g,15456.42857142857
03dhyin1wr,43033.0
03dv6xhyqj,46170.48
03e4ldtkwr,7537.848484848485
03ehpjb1xi,38074.95121951219
03elnptx6z,38327.206666666665
03f1zxtzk0,15599.566014669927
03f8wbfd66,10643.615384615385
03fu4odod3,10068.188679245282
03fu6zodma,30371.38172043011
03gc0lvuq8,41142.64102564102
03gcpdivng,15173.28205128205
03gyrx2m3z,2618.8
03h94o8qr4,21623.84
03hmovubqj,14136.696202531646
03im9sqlcr,34026.666666666664
03inaenb06,101422.64285714286
03is9o4ta9,21318.20618556701
03iwwnwa5v,16885.458015267177
03j27kl1xn,59438.45614035088
03jbozytmd,8152.4857142857145
03jnh7qpzd,3484.060606060606
03jwfmjamq,19137.55
03k4r8hsdl,7068.187969924812
03k8e2zw4q,11969.807692307691
03k8tvbgsp,20094.41176470588
03kal0lv27,8408.0
03kvrukcp2,437.3333333333333
03l13akemf,24682.885167464116
03muk8w7xc,5099.6557377049185
03n7soui00,16949.08695652174
03nheise4m,32133.833333333332
03njevzg8e,41458.382978723406
03nz3v2q4x,27921.55172413793
03odh83v7y,36279.542056074766
03os3h8yfn,28965.736842105263
03p0e2peta,14329.045454545454
03p2geaaw0,4294.932653061224
03p4y7n05u,15156.027237354085
03p55lmo7n,27521.09375
03p56fu0af,44410.77777777778
03p5svybpv,5765.322580645161
03pqczvm5j,7758.829268292683
03psvn9yfb,32695.22857142857
03qbeknjp1,77513.0625
03ql8i57t4,13951.76923076923
03qptb1u93,8703.41573033708
03qt8zn5pa,12500.197368421053
03qtkpnx47,44679.71428571428
03r6rwznc0,6199.444444444444
03rorbjfeh,29032.1875
03s21mu1mp,18292.0
03sn98n94o,17542.14285714286
03sydi15z1,13066.083333333334
03tpez6uov,7595.2
03u2zovryy,14011.470588235294
03vhpovswg,13119.545454545454
03voupy8qx,328.0
03vwjhzzxb,24903.909090909092
03wcj6jo3r,9638.859872611465
03x4nibbrh,10047.061728395061
03xa1sfo09,86983.35714285714
03xbqktnu5,21898.57894736842
03xvfy76e6,10272.639344262296
03y2r6gwj1,22470.190476190477
03yww9mfbn,27865.96153846154
03yyerv2a0,9118.574074074075
03zx8if88h,15825.130434782608
03zxczo2fk,23499.20408163265
0402kx7n8x,10648.805732484076
040cpm4ciq,22445.68888888889
040cuxr26u,13413.166666666666
041df88r51,15678.817679558011
04298l5vgs,19918.714285714286
0431ssr0wu,1681.4545454545455
04350ryixj,35509.46666666667
0437op6vmq,5520.4
043bsiwk01,18914.66037735849
043ed95ayp,13956.9
043jwvzwxy,12827.5
043x30q1qb,5282.822335025381
044959ww4h,17933.317164179105
044j7dp3sz,23573.06
0450u5omq2,55602.81481481482
0455t3ahlq,36760.21428571428
0460wz8rby,7126.571428571428
0466lq65dq,23538.011857707508
046io03d0w,29646.090909090908
047oldgs79,15078.25
04937gvqw2,26323.444444444445
04a9rdv6x4,667.0
04aid4m647,18181.593301435405
04atg7t0xx,4623.869565217391
04atpt58sz,10519.39238095238
04axt8ttbj,9678.291666666666
04b2x0vevo,5198.224489795918
04bblnahlz,7183.25
04bdmlkis8,38954.375
04bln2rj6f,5865.5
04bxj7mfy1,45448.0
04by4w91pk,2237.5
04bzkdej2v,18594.302083333332
04c4kuru8n,30574.07482993197
04c7mr7t02,8260.727272727272
04d2s6rmb1,8958.197530864198
04d68cd73s,55203.61538461538
04d6fniy6x,21777.217391304348
04dac64whh,8140.235294117647
04dfftbfvu,37752.0
04e3vmahwo,34446.48
04e6lzztwz,6866.75
04e76b64iz,18362.447916666668
04echiiv9f,5427.4
04ekmt35n1,16222.81188118812
04elqabggm,27190.188118811882
04emeeqj02,6306.538461538462
04esjoutcq,101738.84615384616
04ewjnywy5,1600.9442724458204
04f1b7kd09,397.0
04f6bp4pvn,66069.73170731707
04fi0ztk7q,5507.384615384615
04fobh50fb,141737.0
04fzdotqyw,116492.61904761905
04g2w1vlrz,9178.315789473685
04gbg5q520,82463.95652173914
04ge0i584t,32489.064516129034
04gsh40s7b,10306.0
04gz3rygmf,70989.0
04h7v1ynp5,59368.0
04hh251dk7,19013.930555555555
04hqi7pk9f,21434.534246575342
04iass22kl,11323.777777777777
04idsycofv,4297.102564102564
04j5j8oneb,13195.91304347826
04jhphwehb,1109.8
04jntlcoaz,13450.666666666666
04jycdz0sg,116501.39130434782
04k5a44j20,19661.826530612245
04k9h4hugg,8071.993788819876
04kd9afiil,3233.1428571428573
04kpklw4af,49255.10526315789
04kwlgm6ke,142755.9375
04kwu8wbay,11011.0
04kxufzn84,3548.3571428571427
04l00vzqt6,8094.295774647887
04l44kcij2,9996.671009771986
04l4ut0j7g,15895.755555555555
04l4vs3ysa,5955.444444444444
04l6zb5cpf,68985.23529411765
04lej9b4sm,7207.096103896104
04lrqeodpc,5332.76
04lwkcb11n,18206.555555555555
04m7acv1pp,30412.56
04myog3r8i,89958.88235294117
04ndmv4pzf,78058.5
04nmhe65ka,1642.8
04o1oqg9ot,40197.81481481482
04oi1795q5,80717.75
04ouahws0e,2773.1739130434785
04oyq6brkp,27937.095238095237
04p9ongqrv,21435.438271604937
04pd5hw6wn,21545.972440944883
04re661wzb,23104.804347826088
04rw6xun6m,25591.947368421053
04s2auftas,7330.0
04s8xmha59,4473.0
04sgzsm546,13095.09090909091
04t8baz57f,10402.45871559633
04tx79cf3d,121703.57142857143
04u5q51vmt,6338.428571428572
04uh49i88z,14346.75
04v8ghload,4354.069892473119
04wc90871z,4421.0
04wi2hoyo6,3594.0
04wnx4jyui,18991.460674157304
04wt3rz94l,41865.62745098039
04xakxmff7,4672.682634730539
04xzadyw81,2328.0
04y8115avm,8583.465517241379
04yc1ou6t7,16661.596330275228
04yk19u4bh,51594.833333333336
04ymkfxed6,23072.8
04zt8iy0rd,34672.27380952381
0505hf3lqi,9972.846153846154
050e1z5g3l,25224.0
05155brjtx,78726.46666666666
051he0jk2k,9994.255605381166
051uhxd72s,18927.96153846154
052q02510d,16860.375464684013
0534yu80jk,115766.54545454546
053mvljf36,9496.494382022473
055cqcqgln,35953.916666666664
055texouzb,23329.674157303372
056mdvuvw7,168.0
056qnsw0nz,26175.704545454544
056t8rgj4z,5061.701612903225
056vz1l1rf,23066.370786516854
057xsgtabp,22130.685314685314
0583agn73p,0.0
058h6gp2af,14616.716216216217
059gpvc0ag,12139.487046632124
059kli1srp,38114.75
059mwrgpkv,34427.585798816566
059polzs34,50753.555555555555
05ai1t9fa2,13254.973684210527
05am1cv3k4,5424.8
05amc84soa,32476.62962962963
05bi5i8h8b,8622.894736842105
05bs51sno3,4744.0
05c68d2or4,11683.227272727272
05ccrvp8aq,28300.6875
05cdi1y8tk,18399.347826086956
05cj8gwrfn,7315.991666666667
05cjhxxgom,12442.333333333334
05d3awab7r,15748.109004739337
05d5oouxh3,20379.022222222222
05d8xwlij7,25100.793103448275
05dajvxi0r,51000.52702702703
05ddj4bsgo,37484.25352112676
05dhk22h05,10555.0
05e3fmj2od,19257.810344827587
05ejw8dszw,40621.0
05eml9mod4,17322.37984496124
05f4j714qi,44322.47368421053
05fqwcqyte,7879.32
05g62oi67o,68848.3870967742
05g6rxcqcr,11810.84
05gcpyogwi,9150.16
05gtje6w4g,59415.0
05gv4vehug,13682.805555555555
05hpojom7s,14193.22105263158
05hrpaaryk,35437.06060606061
05hytbz2op,15936.581081081082
05icup10qk,17229.026200873363
05ieafyzyp,74612.86956521739
05ixqjfea6,174250.0
05izk4llqc,52223.434782608696
05kkzmm4zd,23222.023333333334
05kw6myma1,12542.63492063492
05la8yh0nv,118308.23076923077
05lsky1lrh,3723.964285714286
05m9gqwo42,8851.894736842105
05mk3ik0t8,16572.529411764706
05mwl5sk8y,12630.933333333332
05n0ug73pg,13526.0
05nu8vdvlv,12095.761904761905
05o379w9qu,28608.372093023256
05o65qb0c3,15778.0
05oi95br12,28245.652173913044
05os8n2aq6,7450.181818181818
05ovtrz9d1,23718.222222222223
05pa0vpjhq,32659.78947368421
05q5z646d9,41023.77777777778
05qczkb6gg,15466.242857142857
05qzic5x3l,32596.4
05rokc2ikl,2680.3333333333335
05rqloyvbw,2458.5
05sh0nejxo,73532.875
05ssknx1tz,9275.2
05svu37ejk,46746.857142857145
05tbglisyd,8474.269841269841
05tho4lf9w,17706.934579439254
05u0828yjv,25649.571428571428
05uc4lnoj6,16439.53043478261
05ue22u118,10527.800273597812
05uoxew2iq,26589.5
05uz7l4it5,8077.40243902439
05v30vd5t4,12011.73076923077
05v75ksbvy,6200.605839416058
05vw2fakdi,13552.683486238531
05vwuwjk5z,19543.166666666668
05wa0uxq7c,9191.71794871795
05wf3nrqw6,6944.164383561644
05whky1aso,21191.1
05wnlsdfu8,16442.375
05x77kdr2f,5554.5
05xkkfxs5v,26594.0
05xp886mpi,37868.29696969697
05xsj8w658,4047.095238095238
05y07py2rp,739.9
05y0ul7tjx,21187.345454545455
05y1mb6959,13286.189473684211
05yjq0v7f3,8045.8761904761905
05z5s6c2fu,19711.10891089109
05z5trjk1e,56318.4
05zd88hgr2,68200.59139784946
05zmw5t3t7,9043.666666666666
05zpznorbv,2109.75
05zt2xhw61,8320.692082111436
05zu01nuug,8248.689655172413
05zv5cx2lb,8264.792792792792
05zy2xrdy4,8771.073529411764
05zy4jl4zn,25145.527777777777
05zznjnw3i,16196.645833333334
0606tlacal,7967.17225950783
060qdp6rpz,26769.06727828746
060re1mnp4,16349.63768115942
0617z06esk,5183.993006993007
0618h2uatd,1074.0
061jdwzzjz,59224.63636363636
061ulkr60b,9033.46511627907
0624szt2om,797.6666666666666
062oxv8bu6,1572.25
062qybhouw,19478.54761904762
063ncxsex2,103760.75
064cfomyz7,120624.0
064co2ynz4,65444.666666666664
064crpsimh,17098.518987341773
064ft1o2mm,1026.0
0659ctcimz,20250.836734693876
065sv8cuxh,12083.541666666666
066e4qs0h1,13197.886363636364
066m7i5lcg,28662.958333333332
066tuwrh7k,5511.571428571428
0671467n3n,5851.681818181818
0671mrxng0,49272.08108108108
0678oryy95,36398.65
067cmlhbt2,28247.98181818182
067hk6hl4p,42648.35
067hzusgo9,14587.630952380952
067mtrfnep,10943.438596491229
068xr1r2n5,5319.1578947368425
069l17qggc,14438.468085106382
06a5iunmlx,10636.014492753624
06a6t2lslg,36262.8
06ad4gve6k,40899.21428571428
06afpo0de6,332.0
06ahoj6bal,2319.705263157895
06b7cxhsqq,37157.01754385965
06bokjixs2,58444.48888888889
06bpz28wr1,183783.66666666666
06bwh5oorr,44188.95238095238
06c86tr0ea,27376.90361445783
06ccm5zkoj,17188.488636363636
06cdfxnv9x,2554.0
06cfe7ygs7,7238.0
06djr62ks4,5501.571428571428
06dresdguj,22604.38888888889
06dttrjqsb,68695.11904761905
06dy5hbktp,18878.377358490565
06echc56pl,20954.594202898552
06f2fl5f8x,79992.33333333333
06f4m5rq7j,64373.42857142857
06fq93giv5,19774.898351648353
06frcs7jd6,1574.6666666666667
06g9m9046h,6570.9672131147545
06gb3hlq7t,19156.511363636364
06gua8rf5q,11522.208333333334
06h0rofddb,35182.5
06hai3gw9k,67818.73333333334
06hbu7l17y,11464.679127725856
06i1lqeqcn,22912.975308641977
06i29ezbrf,8708.0625
06ifsitagz,30280.445945945947
06is0dyvcq,14980.91011235955
06iyhjub01,29613.382352941175
06j1lfd966,32088.11111111111
06j3rorwur,378.5
06j7mqm5ig,9903.5
06jaq92ufb,34038.0
06jduntyxk,2255.181818181818
06jfso8tz4,5584.238095238095
06jgups6io,18276.755162241887
06jk3inp9p,13789.0
06jvpovbjb,7708.151624548736
06k4jprazh,42781.854166666664
06khem3efs,97522.4
06kswxm7rw,5269.142857142857
06lckiu8gt,21900.44827586207
06lghr7p26,496.0
06mj5ab13s,24362.8
06mwisfnh0,32132.0
06n39nopnq,4282.4
06nmq7euhl,2911.769230769231
06nrga15rp,6275.7441860465115
06nw6p1rx7,6831.931623931624
06o3idddl4,11716.689440993789
06onmgd7c4,834.0
06p6b6xft0,236437.6
06p9pzzj38,6717.8
06pni6lyoa,16112.927203065134
06pzk21x5s,3804.037037037037
06qfot8wbs,10872.421641791045
06qktjgtf5,5822.301775147929
06qomf4nds,18246.082962962962
06r7plwtat,22380.84375
06rl2rlic8,480345.0
06s1b93zvc,11963.961538461539
06s8vlv35q,8861.11055276382
06sdsrx579,2731.0
06sjcvw5tl,11642.384615384615
06sr2tkewn,17396.987654320987
06stehla2t,13200.494505494506
06sxc47lld,26341.434782608696
06t5vzo7nb,15833.754385964912
06te3rdrpk,726.0
06tprvhy8p,12207.204081632653
06u3jaae3c,18414.42021276596
06uhdpj5r4,16394.416666666668
06v2ui01sd,1284.6666666666667
06vx64ejph,23742.529411764706
06vyewr5ud,159504.14285714287
06wpr1l67j,86838.22222222222
06wwoxrljv,11720.978723404256
06x1a2lbm4,25777.29891304348
06xjqjxmh4,19311.583333333332
06xmwmkn39,22301.77142857143
06y3igvfsg,52870.5
06y5n0daxh,17059.1875
06ycwrz4xm,19505.325153374233
06yqk4h5fe,24311.926315789475
06yter8zfe,4983.428571428572
06yul1nvae,6721.668831168831
06zimbcd7m,581.5
06zl20e1sn,63661.67741935484
06zzom3a66,24839.279069767443
070g8q1177,35872.857142857145
070nm568pj,22199.175
070r5ldzm8,18541.6
0719vvlwmc,125016.42857142857
071cxq6c2c,56085.11392405063
071tmnuovp,8203.157894736842
071uc8p9dl,358000.0
072c5dvzcs,10117.75
072gthz3ef,23902.409836065573
072jbaaf82,11549.333333333334
072tzxx3iy,101201.25
073dzf2x6s,15500.912280701754
073jbxgqsd,53500.0
073ord77i1,50769.36
074gdpe0zx,2573.4615384615386
074o37yvee,16674.76595744681
0752j3jnj7,21939.74193548387
07533fhi1s,77827.46666666666
0753a90mxr,13893.747572815533
0757jdbq5e,7301.166666666667
075fdcnz1q,39249.294117647056
075ielnazp,14444.818181818182
075r80rn29,13558.758620689656
076a8vz170,47134.5
076lfmrkf2,41424.11538461538
076u1z1mpz,56573.818181818184
077btchdys,12075.567567567568
077c0n73hz,10594.924242424242
077hu6p9fw,25098.195530726258
077xu3mfnu,8936.511627906977
078g3yodld,49937.09375
079cbs0msz,59663.40909090909
07a3g1xtlw,20806.396396396398
07axa4tnau,10320.191082802548
07b1x7faw0,90749.75
07bxi1aaby,15900.172413793103
07cqf4apk0,28399.07894736842
07djnx77rd,47464.75
07f640d79y,21871.949152542373
07fqufoai5,5930.471428571429
07ghga5mdk,4484.615384615385
07gm5l8wdw,8143.347826086957
07gsr5xpyi,11920.785714285714
07gz1yw10y,10494.894736842105
07hl90tjsj,23853.815789473683
07hlc557bf,22643.47340425532
07ib5ijano,196270.2
07ieyu94m8,6568.51953125
07ifh0e1ii,12664.855855855856
07ijdlbui4,8114.0
07j7cwg3xi,32264.756756756757
07jd9bv9zg,267.0
07jgg3uk85,52483.88372093023
07jsdu6on8,17802.744897959183
07jzhv61ca,5819.739130434783
07k82t112g,44434.583333333336
07khnl8qvk,7647.969696969697
07kivwznyr,46089.181818181816
07ksm7p22e,13414.702702702703
07lf8qbywm,12435.47488584475
07m4kdym4w,6511.5
07mba72zco,21672.57894736842
07mjxnfogd,11800.965517241379
07mq2l3bkt,13520.613793103448
07n05n81gm,21627.977777777778
07o3dbrnie,6632.139534883721
07o7hpj5xy,12255.0
07oxa0f5ie,180267.88888888888
07p5ccjpke,55047.80952380953
07pvv1u1yj,15927.068181818182
07qaihzqm2,2185.375
07qdpy3hnl,21030.285714285714
07rw7xn9ba,5949.882352941177
07rw84uz9j,78423.92857142857
07sa8dzgjn,3890.5
07sdk7vesz,10858.461538461539
07sf53v4w4,99562.02564102564
07t10aem60,7603.492957746479
07talwrj82,4978.416666666667
07tnpqqd50,12102.603550295858
07tqjkldx4,50664.375
07ttwg3mhx,56528.203125
07uj7rw2h7,50863.02564102564
07unuo91fa,49301.975
07uskni4co,18981.543103448275
07vdl2ksq3,19397.0
07w9xhp63t,6480.125
07wa6q4e1o,19111.0625
07watt77xk,14366.154929577464
07x9tjt5ro,7717.592857142857
07xicv2mhb,17149.82857142857
07xzdv7v8n,34669.48039215686
07zl5ajyhf,19176.59375
07zrmbud10,23347.35714285714
07zro8kfr4,5016.659090909091
07zxiwkv2s,39766.454545454544
0802p0197t,18079.15625
0806z7trwl,94460.90909090909
080h4q8l6z,1324.0
080io8q6za,36070.67741935484
081hg88uyw,44709.82352941176
0822dgbe5u,99266.52
082ff0zljr,5444.217391304348
082slkd456,57385.529411764706
0837xw1s6q,11273.105263157895
083jbqx9ax,16247.57142857143
083lc8hhu5,17066.298245614034
083st5lez7,36122.35365853659
0841jupk8m,7877.0
084576euim,7417.0
084aktqhmc,485.0
084lft4ugp,30090.180327868853
084rnunfif,9659.57142857143
0850bilz7i,259.0
086fzy4hbm,17994.944751381216
086js7qa1k,56577.32352941176
086jz2fpuy,18307.333333333332
086m0wh6li,88429.34782608696
087l2vu4tk,13038.7
088guwlqpl,22669.986486486487
08aa8ammqm,13361.640449438202
08aftgs7ew,21967.775510204083
08aoich5kd,8631.388888888889
08b28nc73e,5922.75
08b8p068wh,7638.454545454545
08bxn9ynhl,8957.75
08bzalbh5k,2241.5
08ce7eh6ps,7967.787878787879
08clif8gvx,13565.5
08ctm3quj9,204891.75
08debvu8e5,24100.10714285714
08ekbl6ueo,64693.13333333333
08et67fh9k,10311.75
08fi082ch6,12187.169540229885
